lm0,lm1,lm2,lm3,lm4,lm5,lm6,lm7,lm8,lm9,lm10,lm11,lm12,lm13,lm14,lm15,lm16,lm17,lm18,lm19,lm20,lm21,lm22,lm23,lm24,lm25,lm26,lm27,lm28,lm29,lm30,lm31,lm32,lm33,lm34,lm35,lm36,lm37,lm38,lm39,lm40,lm41,lm42,lm43,lm44,lm45,lm46,lm47,lm48,lm49,lm50,lm51,lm52,lm53,lm54,lm55,lm56,lm57,lm58,lm59,lm60,lm61,lm62,label
0.3849230110645294,0.6707577705383301,8.973562870551177e-08,0.392150342464447,0.5755264759063721,-0.019921842962503433,0.44227680563926697,0.48841986060142517,-0.04735185205936432,0.508049726486206,0.4592621922492981,-0.07130659371614456,0.5573037266731262,0.46989426016807556,-0.09170694649219513,0.44435346126556396,0.44041186571121216,-0.0796625167131424,0.5609637498855591,0.43941742181777954,-0.11980833858251572,0.559434711933136,0.4748765528202057,-0.1358770728111267,0.5276338458061218,0.48878222703933716,-0.14190831780433655,0.4538147449493408,0.5163363814353943,-0.08988303691148758,0.5792287588119507,0.5179744362831116,-0.12681621313095093,0.5746145844459534,0.5536401867866516,-0.12743325531482697,0.5503326058387756,0.5713339447975159,-0.12333575636148453,0.4688482880592346,0.6015123724937439,-0.09964895248413086,0.5820600390434265,0.6064111590385437,-0.12378369271755219,0.5787033438682556,0.6280072331428528,-0.10952839255332947,0.5629462003707886,0.6368003487586975,-0.09704231470823288,0.48371127247810364,0.686070442199707,-0.11069053411483765,0.5631413459777832,0.6872504353523254,-0.12019733339548111,0.5633414387702942,0.7000995874404907,-0.10495422780513763,0.5582637786865234,0.7064256072044373,-0.0923134982585907,Fist
0.3975696563720703,0.6799271106719971,5.2805376071773935e-08,0.4076244533061981,0.5723670721054077,-0.017204178497195244,0.4690934419631958,0.493834912776947,-0.04797542840242386,0.5539283156394958,0.4954456090927124,-0.0762673169374466,0.610862135887146,0.5314953327178955,-0.0995452031493187,0.4548037648200989,0.4168098568916321,-0.07358790934085846,0.5796986818313599,0.4262445867061615,-0.1098797619342804,0.5697306990623474,0.47189730405807495,-0.12477151304483414,0.5366415977478027,0.4839988648891449,-0.1326284557580948,0.4707189202308655,0.489677369594574,-0.08540870994329453,0.6001220941543579,0.4933684468269348,-0.11473111808300018,0.5824719071388245,0.5323532223701477,-0.11350584775209427,0.548825740814209,0.5424414873123169,-0.11259664595127106,0.49589091539382935,0.5709121823310852,-0.09675084054470062,0.6140352487564087,0.5793148279190063,-0.11218367516994476,0.5861837267875671,0.6075958609580994,-0.09446130692958832,0.5490409135818481,0.6108206510543823,-0.084397092461586,0.5244788527488708,0.6549688577651978,-0.10994751006364822,0.6063558459281921,0.6594493389129639,-0.11248163133859634,0.5775452852249146,0.6806294322013855,-0.09603448957204819,0.5469286441802979,0.6825128793716431,-0.08606349676847458,Fist
0.39266785979270935,0.6929998397827148,-4.80796913393533e-08,0.40644121170043945,0.5803396701812744,-0.016399921849370003,0.46784722805023193,0.5033244490623474,-0.04802660644054413,0.5538644790649414,0.5030218362808228,-0.07681796699762344,0.6127971410751343,0.5331627726554871,-0.10060854256153107,0.4530326724052429,0.4140770435333252,-0.07777285575866699,0.5809754729270935,0.4256507158279419,-0.11224596947431564,0.5696130394935608,0.4743472635746002,-0.12562398612499237,0.534919261932373,0.4838416576385498,-0.13411039113998413,0.47210901975631714,0.4879959225654602,-0.09117941558361053,0.6021038293838501,0.49529293179512024,-0.11902587115764618,0.5816342234611511,0.5338279604911804,-0.11763492226600647,0.5445802211761475,0.5395481586456299,-0.11849681288003922,0.498300701379776,0.5724483132362366,-0.10338546335697174,0.6183855533599854,0.5802907943725586,-0.11973074078559875,0.5867834091186523,0.6092579960823059,-0.10292079299688339,0.5461013913154602,0.6100826263427734,-0.0948488712310791,0.5272781252861023,0.6610534191131592,-0.11710678040981293,0.6072272658348083,0.6662054061889648,-0.12247204780578613,0.5738025903701782,0.6871150135993958,-0.10726717859506607,0.5393968224525452,0.6859217882156372,-0.09863892942667007,Fist
0.396550714969635,0.6762750148773193,2.831928647140103e-08,0.41159650683403015,0.5595905184745789,-0.012572154402732849,0.4726535677909851,0.4745826721191406,-0.04162729158997536,0.5560717582702637,0.46788984537124634,-0.06862954795360565,0.6128402948379517,0.49822381138801575,-0.09051832556724548,0.4636525809764862,0.3875904679298401,-0.07165659964084625,0.5955764055252075,0.40422987937927246,-0.1067318394780159,0.5865844488143921,0.44926145672798157,-0.11974015831947327,0.5565520524978638,0.4611874520778656,-0.1269533485174179,0.4772679805755615,0.4588664174079895,-0.08531825989484787,0.6167347431182861,0.47883695363998413,-0.11524485051631927,0.5947121977806091,0.518315315246582,-0.11333221197128296,0.5580716729164124,0.5261598825454712,-0.11175600439310074,0.4998672306537628,0.5415837168693542,-0.09767894446849823,0.6298556923866272,0.5627809762954712,-0.11549671739339828,0.59627366065979,0.5914732217788696,-0.09982936829328537,0.5553004145622253,0.5905321836471558,-0.09055937826633453,0.5258345603942871,0.6283604502677917,-0.11107677221298218,0.6105470061302185,0.6446396708488464,-0.11592751741409302,0.5767775774002075,0.6652328968048096,-0.10169795155525208,0.5430430769920349,0.6600601673126221,-0.0925554558634758,Fist
0.40541425347328186,0.6664488315582275,6.13217610023753e-09,0.41711586713790894,0.5479446053504944,-0.018093615770339966,0.4756438434123993,0.45119208097457886,-0.04854566231369972,0.5533064007759094,0.42636728286743164,-0.07592803239822388,0.6089780330657959,0.4488348066806793,-0.09801697731018066,0.47375133633613586,0.3800036907196045,-0.07829069346189499,0.6102944612503052,0.40485700964927673,-0.11714507639408112,0.5975018739700317,0.44136449694633484,-0.1322001963853836,0.5628083348274231,0.44693511724472046,-0.14014852046966553,0.48475274443626404,0.4560994803905487,-0.08943746984004974,0.6309733986854553,0.4745067059993744,-0.1224963441491127,0.6069925427436829,0.504939079284668,-0.12081093341112137,0.5675057172775269,0.5108551383018494,-0.11870770156383514,0.5051274299621582,0.5391150712966919,-0.09977297484874725,0.637854278087616,0.5584763288497925,-0.12105761468410492,0.6048651337623596,0.5784119963645935,-0.10672630369663239,0.5639877319335938,0.5755568146705627,-0.09738041460514069,0.5304365158081055,0.6232457756996155,-0.11147193610668182,0.6224477291107178,0.6367842555046082,-0.1190086230635643,0.588485836982727,0.6521384119987488,-0.10621006786823273,0.551612377166748,0.6470637321472168,-0.09736671298742294,Fist
0.40407615900039673,0.6659370064735413,-6.304374267074309e-08,0.4169500470161438,0.5512431263923645,-0.018186241388320923,0.4711950719356537,0.4520593285560608,-0.04688774794340134,0.5403128266334534,0.4160561263561249,-0.07290925085544586,0.5902384519577026,0.43161338567733765,-0.09356798976659775,0.4738040268421173,0.38135403394699097,-0.0719299465417862,0.6115694046020508,0.4081364572048187,-0.10840340703725815,0.593659520149231,0.44701340794563293,-0.1225547343492508,0.5564451813697815,0.4512392282485962,-0.13024277985095978,0.4865645170211792,0.4541255831718445,-0.08238062262535095,0.6288266777992249,0.4760211110115051,-0.11169863492250443,0.6013026833534241,0.505150556564331,-0.1095077395439148,0.5622484683990479,0.5115087628364563,-0.10785586386919022,0.5073125958442688,0.5358272790908813,-0.0924137607216835,0.636421263217926,0.5580306649208069,-0.11047233641147614,0.6024516224861145,0.5779030919075012,-0.09581255167722702,0.5626763701438904,0.576632022857666,-0.08712050318717957,0.532191276550293,0.6193436980247498,-0.10415244847536087,0.6272533535957336,0.6341968774795532,-0.1102532297372818,0.5944705605506897,0.6513485908508301,-0.09730307757854462,0.5590978264808655,0.6480878591537476,-0.08871583640575409,Fist
0.40819090604782104,0.6606398820877075,2.580584101963268e-08,0.42021608352661133,0.5389177203178406,-0.012923174537718296,0.47374528646469116,0.44269824028015137,-0.04292726516723633,0.5482456088066101,0.41431185603141785,-0.07067247480154037,0.6052191853523254,0.43831270933151245,-0.09361376613378525,0.48053497076034546,0.3695628345012665,-0.07929300516843796,0.6157917976379395,0.3877161145210266,-0.11620377749204636,0.6031411290168762,0.4244597554206848,-0.12857085466384888,0.5677000284194946,0.43384677171707153,-0.13516457378864288,0.4913496971130371,0.44271060824394226,-0.0936088040471077,0.6394575238227844,0.4646691679954529,-0.12455485761165619,0.614087700843811,0.49984806776046753,-0.12058215588331223,0.5732793211936951,0.5096107125282288,-0.11751023679971695,0.509418785572052,0.5283886790275574,-0.10617286711931229,0.6447941064834595,0.555403470993042,-0.12460771948099136,0.6084828972816467,0.5780825018882751,-0.10820023715496063,0.5650390982627869,0.5764058232307434,-0.09873834997415543,0.5313059091567993,0.6187776327133179,-0.11982149630784988,0.6247950196266174,0.643455982208252,-0.12753860652446747,0.589156448841095,0.6592407822608948,-0.1150692030787468,0.5503047108650208,0.6511068344116211,-0.10681253671646118,Fist
0.4089590311050415,0.6592832207679749,1.55224142872612e-07,0.42471837997436523,0.5350517630577087,-0.0168808214366436,0.48188164830207825,0.43856683373451233,-0.04988991469144821,0.5621268153190613,0.41623327136039734,-0.08035928755998611,0.6212236881256104,0.4370300769805908,-0.10634716600179672,0.4772067368030548,0.3617349863052368,-0.0866830125451088,0.6236833930015564,0.38592660427093506,-0.12997378408908844,0.6232169270515442,0.42157068848609924,-0.14853130280971527,0.5955257415771484,0.429633229970932,-0.1589442640542984,0.4865952134132385,0.44139814376831055,-0.10115360468626022,0.6420561671257019,0.4629516899585724,-0.14006464183330536,0.6249211430549622,0.5033119320869446,-0.14028920233249664,0.5873494148254395,0.5176923274993896,-0.13897910714149475,0.505896270275116,0.531303346157074,-0.11395306885242462,0.6506353616714478,0.5586811900138855,-0.1382998377084732,0.6171150803565979,0.5855580568313599,-0.12128159403800964,0.5721505880355835,0.5856576561927795,-0.10961087793111801,0.5295579433441162,0.6229257583618164,-0.12822364270687103,0.6311798691749573,0.645022988319397,-0.13803376257419586,0.5989114046096802,0.6602533459663391,-0.12302152067422867,0.5604538917541504,0.6539058089256287,-0.11194156855344772,Fist
0.40875178575515747,0.6612415909767151,3.621723578817182e-07,0.42653530836105347,0.5356389284133911,-0.013849711045622826,0.47986188530921936,0.4393332898616791,-0.0458819754421711,0.5565103888511658,0.41348105669021606,-0.07639046013355255,0.615686297416687,0.43146347999572754,-0.10387176275253296,0.4769035875797272,0.36489182710647583,-0.08312471956014633,0.6172214150428772,0.37947696447372437,-0.12666332721710205,0.6480202674865723,0.40044182538986206,-0.14939889311790466,0.6511183381080627,0.402344286441803,-0.16390812397003174,0.4870844781398773,0.442275732755661,-0.10051523149013519,0.6413804888725281,0.4634231925010681,-0.14313705265522003,0.6293480396270752,0.5044069290161133,-0.14551596343517303,0.5923755168914795,0.5176417827606201,-0.14485697448253632,0.5054864883422852,0.5337119698524475,-0.11577795445919037,0.6479450464248657,0.5589490532875061,-0.14347535371780396,0.6171994805335999,0.5892574191093445,-0.1254224330186844,0.5722882151603699,0.5894623398780823,-0.1119743213057518,0.5283598899841309,0.6283760666847229,-0.1324777752161026,0.6293299794197083,0.6496483087539673,-0.1444985568523407,0.5978105664253235,0.66521155834198,-0.1277604103088379,0.558289647102356,0.6579633951187134,-0.11458872258663177,Fist
0.4141714870929718,0.6640105843544006,6.665725038601522e-08,0.42890670895576477,0.5396926999092102,-0.019282151013612747,0.4832524359226227,0.43885722756385803,-0.053933605551719666,0.5604958534240723,0.4113816022872925,-0.08609519153833389,0.6219168901443481,0.43217867612838745,-0.11309529095888138,0.4841279089450836,0.3760852813720703,-0.0900706797838211,0.6301762461662292,0.39386415481567383,-0.1331026405096054,0.629381537437439,0.4294078052043915,-0.14998038113117218,0.6019898653030396,0.4329252243041992,-0.15965574979782104,0.4938890337944031,0.45711901783943176,-0.10473190993070602,0.651934027671814,0.47806790471076965,-0.14367876946926117,0.6252980828285217,0.5107337236404419,-0.14114515483379364,0.5778281688690186,0.5142695903778076,-0.13851457834243774,0.5111681222915649,0.5480471253395081,-0.11812729388475418,0.6587546467781067,0.5671460628509521,-0.14413709938526154,0.6225972771644592,0.5907701253890991,-0.12642955780029297,0.573611855506897,0.5881776809692383,-0.1145918220281601,0.5325974822044373,0.642221212387085,-0.1332668513059616,0.6403155326843262,0.6593279242515564,-0.1465790569782257,0.6089610457420349,0.6722238063812256,-0.13322052359580994,0.56761634349823,0.6654301285743713,-0.12322494387626648,Fist
